Energy,e:0-4,e:4-8,e:8-16,e:16-32,e:32-64,e:64-128,e:128-256,e:256-512,e:512-2048,e:std,e:var,e:max,e:mean
sp7.wav,0.1566265060240964,0.04819277108433735,0.05421686746987952,0.07228915662650602,0.19879518072289157,0.2891566265060241,0.1686746987951807,0.012048192771084338,0.0,65.75596440292841,4323.846854559189,259.1125271359627,72.47354182901718
sp8.wav,0.05421686746987952,0.07228915662650602,0.04216867469879518,0.13253012048192772,0.1566265060240964,0.3072289156626506,0.23493975903614459,0.0,0.0,53.951409689979954,2910.754607536063,209.49397121222893,76.43645986572177
sp9.wav,0.19879518072289157,0.03614457831325301,0.006024096385542169,0.018072289156626505,0.06626506024096386,0.07228915662650602,0.2289156626506024,0.2469879518072289,0.12650602409638553,224.0660560898841,50205.59749167509,1065.625901534222,231.05434580801438
sp10.wav,0.3313253012048193,0.018072289156626505,0.018072289156626505,0.024096385542168676,0.024096385542168676,0.10843373493975904,0.1566265060240964,0.16265060240963855,0.1566265060240964,247.11843995823773,61067.52336739314,1057.4599122507498,206.93606818870765
sp11.wav,0.3192771084337349,0.12650602409638553,0.1686746987951807,0.1746987951807229,0.0963855421686747,0.08433734939759036,0.030120481927710843,0.0,0.0,35.7636204746407,1279.03654945414,185.8827101150607,23.92358740172021
sp12.wav,0.05421686746987952,0.030120481927710843,0.06626506024096386,0.09036144578313253,0.20481927710843373,0.3614457831325301,0.1927710843373494,0.0,0.0,52.52714707099331,2759.101179417761,214.23090515987045,76.55105786618955
sp13.wav,0.16265060240963855,0.012048192771084338,0.04216867469879518,0.024096385542168676,0.04819277108433735,0.05421686746987952,0.15060240963855423,0.3614457831325301,0.14457831325301204,232.27544865332274,53951.884047102365,1058.8134457403794,272.99353275983873
sp14.wav,0.21686746987951808,0.060240963855421686,0.0963855421686747,0.1686746987951807,0.25301204819277107,0.18072289156626506,0.024096385542168676,0.0,0.0,34.01383941355677,1156.9412716512277,146.07665219565104,36.314258690482454
sp15.wav,0.42168674698795183,0.1746987951807229,0.1686746987951807,0.07228915662650602,0.10843373493975904,0.04819277108433735,0.006024096385542169,0.0,0.0,23.726737667317614,562.9580803337085,130.33483993406952,14.817120760908876
sp16.wav,0.05421686746987952,0.024096385542168676,0.0783132530120482,0.07228915662650602,0.41566265060240964,0.3132530120481928,0.04216867469879518,0.0,0.0,33.35869287003875,1112.8023899975744,157.97616952709797,54.76381859671892
sp17.wav,0.012048192771084338,0.018072289156626505,0.012048192771084338,0.10843373493975904,0.16265060240963855,0.45180722891566266,0.21686746987951808,0.018072289156626505,0.0,56.51704202844427,3194.1760396449363,305.601846691221,95.2761125443896
sp18.wav,0.04216867469879518,0.10843373493975904,0.14457831325301204,0.25301204819277107,0.3433734939759036,0.10843373493975904,0.0,0.0,0.0,23.145736243430814,535.7251062504668,105.17802499797355,32.78410079330485
sp19.wav,0.40963855421686746,0.0783132530120482,0.09036144578313253,0.24096385542168675,0.10240963855421686,0.04216867469879518,0.03614457831325301,0.0,0.0,31.718132739645856,1006.0399444897943,159.28477947819627,21.043081622984715
sp20.wav,0.10240963855421686,0.060240963855421686,0.05421686746987952,0.12048192771084337,0.23493975903614459,0.29518072289156627,0.13253012048192772,0.0,0.0,48.95043016454679,2396.1446132941724,199.3721106869792,61.865876265528506
